director_name,director_url,year_result,award_name,category,title
Alejandro Alvarado Jodar,https://www.imdb.com/name/nm1163032/,2024 Nominee,Punto de Encuentro Award,Best Feature Film,Caja de Resistencia
Alejandro Alvarado Jodar,https://www.imdb.com/name/nm1163032/,2024 Nominee,Tiempo de Historia Award,Best Documentary,Caja de Resistencia
Alejandro Alvarado Jodar,https://www.imdb.com/name/nm1163032/,2025 Nominee,Feroz Arrebato Award,Nonfiction,Caja de Resistencia
Alejandro Alvarado Jodar,https://www.imdb.com/name/nm1163032/,2014 Winner,ASECAN Award,Best Documentary,Pepe el andaluz
Alejandro Alvarado Jodar,https://www.imdb.com/name/nm1163032/,2012 Winner,Silver Star Accessit,Documentary Creation,Pepe el andaluz
Concha Barquero,https://www.imdb.com/name/nm1879776/,2024 Nominee,Punto de Encuentro Award,Best Feature Film,Caja de Resistencia
Concha Barquero,https://www.imdb.com/name/nm1879776/,2024 Nominee,Tiempo de Historia Award,Best Documentary,Caja de Resistencia
Concha Barquero,https://www.imdb.com/name/nm1879776/,2025 Nominee,Feroz Arrebato Award,Nonfiction,Caja de Resistencia
Concha Barquero,https://www.imdb.com/name/nm1879776/,2014 Winner,ASECAN Award,Best Documentary,Pepe el andaluz
Concha Barquero,https://www.imdb.com/name/nm1879776/,2012 Winner,Silver Star Accessit,Documentary Creation,Pepe el andaluz
Aitor Echeverría,https://www.imdb.com/name/nm1879684/,2010 Winner,Technicolor Award,Best Cinematography (Mejor Fotografía),Pablo
Aitor Echeverría,https://www.imdb.com/name/nm1879684/,2011 Nominee,Best Short Film,,Morir cada día
Aitor Echeverría,https://www.imdb.com/name/nm1879684/,2011 Winner,Audience Award,Audience Choice Program B,Morir cada día
Aitor Echeverría,https://www.imdb.com/name/nm1879684/,2017 Nominee,Mestre Mateo,Best Cinematography,María (y los demás)
Aitor Echeverría,https://www.imdb.com/name/nm1879684/,2011 Nominee,Roel,Best Screenplay,Morir cada día
Sonia Méndez,https://www.imdb.com/name/nm1667465/,2025 Nominee,CEC Award,Best New Director (Mejor Dirección Novel),As neves
Sonia Méndez,https://www.imdb.com/name/nm1667465/,2024 Nominee,Golden Biznaga,Best Spanish Film (Mejor Película Española),As neves
Sonia Méndez,https://www.imdb.com/name/nm1667465/,2024 Nominee,Dunia Ayaso Award,,As neves
Sonia Méndez,https://www.imdb.com/name/nm1667465/,2025 Nominee,Mestre Mateo,Best Director,As neves
Sonia Méndez,https://www.imdb.com/name/nm1667465/,2025 Nominee,Mestre Mateo,Best Screenplay,As neves
Sonia Méndez,https://www.imdb.com/name/nm1667465/,2013 Nominee,Mestre Mateo,Best Supporting Actress,El sexo de los ángeles
Pau Teixidor,https://www.imdb.com/name/nm2257999/,2014 Nominee,Golden Biznaga,Best Film (Mejor Película),Purgatorio
Pau Teixidor,https://www.imdb.com/name/nm2257999/,2018 Nominee,Gaudí Award,Best Short Film (Millor Curtmetratge),Cunetas
Pau Teixidor,https://www.imdb.com/name/nm2257999/,2012 Nominee,MyMovies Award,Best Fiction,Leyenda
Pau Teixidor,https://www.imdb.com/name/nm2257999/,2024 Winner,Best Director,,Alumbramiento
Pau Teixidor,https://www.imdb.com/name/nm2257999/,2018 Nominee,Best Short Film,Best shortfilm,Cunetas
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2009 Nominee,Film House Award,Best Film,Myna se va
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2009 Winner,Special Mention,Narrative Feature Special Jury Recognition for Acting,Myna se va
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2024 Nominee,Sebastiane Award,Best Film,Norbert(a)
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2010 Nominee,NIFF,Best Feature,Myna se va
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2018 Nominee,Fantastic Fest Jury Award,Best Fantastic Feature,Casa de sudor y lágrimas
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2020 Winner,Festival Award,Best International Film,Deathcember
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2019 Winner,Horrorfest Award,Best Anthology Feature,Deathcember
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2010 Winner,Festival Prize,Best Foreign Feature Drama,Myna se va
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2010 Nominee,Audience Choice Award,Feature Film,Myna se va
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2010 Nominee,Grand Jury Prize,Best Feature Film,Myna se va
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2020 Winner,Feature Film Award,Most Shocking Film,Deathcember
Sonia Escolano,https://www.imdb.com/name/nm2080272/,2020 Winner,Best Film,Feature Films,Deathcember
Belén López Albert,https://www.imdb.com/name/nm0530026/,2024 Nominee,Sebastiane Award,Best Film,Norbert(a)
David Trueba,https://www.imdb.com/name/nm0874093/,2003 Nominee,Golden Precolumbian Circle,Best Film,Soldados de Salamina
David Trueba,https://www.imdb.com/name/nm0874093/,2003 Nominee,Un Certain Regard Award,,Soldados de Salamina
David Trueba,https://www.imdb.com/name/nm0874093/,1997 Nominee,Golden Camera,,La buena vida
David Trueba,https://www.imdb.com/name/nm0874093/,2024 Nominee,CEC Award,Best Director (Mejor Dirección),Saben aquell
David Trueba,https://www.imdb.com/name/nm0874093/,2024 Nominee,CEC Award,Best Adapted Screenplay (Mejor Guión Adaptado),Saben aquell
David Trueba,https://www.imdb.com/name/nm0874093/,2014 Winner,CEC Award,Best Film (Mejor Película),Vivir es fácil con los ojos cerrados
David Trueba,https://www.imdb.com/name/nm0874093/,2014 Nominee,CEC Award,Best Director (Mejor Director),Vivir es fácil con los ojos cerrados
David Trueba,https://www.imdb.com/name/nm0874093/,2014 Winner,CEC Award,"Best Screenplay, Original (Mejor Guión Original)",Vivir es fácil con los ojos cerrados
David Trueba,https://www.imdb.com/name/nm0874093/,2024 Nominee,Goya,Best Director (Mejor Dirección),Saben aquell
David Trueba,https://www.imdb.com/name/nm0874093/,2024 Nominee,Goya,Best Adapted Screenplay (Mejor Guión Adaptado),Saben aquell
David Trueba,https://www.imdb.com/name/nm0874093/,2014 Winner,Goya,Best Director (Mejor Director),Vivir es fácil con los ojos cerrados
David Trueba,https://www.imdb.com/name/nm0874093/,2014 Winner,Goya,Best Original Screenplay (Mejor Guión Original),Vivir es fácil con los ojos cerrados
David Trueba,https://www.imdb.com/name/nm0874093/,2007 Nominee,Goya,Best Original Song (Mejor Canción Original),Bienvenido a casa
